"uid","domainID","siteID","namedLocation","laboratoryName","collectDate","processedDate","genomicsSampleID","deprecatedVialID","dnaSampleID","internalLabID","sequenceAnalysisType","testMethod","sampleMaterial","sampleMass","nucleicAcidConcentration","nucleicAcidQuantMethod","nucleicAcidPurity","dnaPooledStatus","qaqcStatus","dnaProcessedBy","remarks","dataQF","publicationDate"
"01df16c0-73e5-47bb-a2b5-3c248e06518b","D01","BART","BART_071.basePlot.bgc","Battelle Applied Genomics","2016-07-27 16:50:00","2017-06-12","BART_071-O-20160727-COMP",NA,"BART_071-O-20160727-COMP-DNA1","BMI_Plate1WellH1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,13,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T152923Z"
"01aa6ca5-e0e8-4d10-88e7-a62e6a3062ab","D01","BART","BART_040.basePlot.bgc","Battelle Applied Genomics","2016-07-27 18:37:00","2017-06-12","BART_040-O-20160727-COMP",NA,"BART_040-O-20160727-COMP-DNA1","BMI_Plate1WellH7","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,59,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T152923Z"
"7c59830f-7220-4911-9200-6eb0ad96f0a9","D01","BART","BART_001.basePlot.bgc","Battelle Applied Genomics","2017-06-12 17:31:00","2018-03-24","BART_001-O-20170612-COMP",NA,"BART_001-O-20170612-COMP-DNA1","BMI_Plate42WellE8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,26,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"971a1d72-f6d6-45bb-8114-07665f0a7235","D01","BART","BART_002.basePlot.bgc","Battelle Applied Genomics","2017-06-12 19:53:00","2018-03-24","BART_002-O-20170612-COMP",NA,"BART_002-O-20170612-COMP-DNA1","BMI_Plate42WellE9","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,20,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"4562c2f6-e242-4eb7-8432-4c0a8e68d1c1","D01","BART","BART_071.basePlot.bgc","Battelle Applied Genomics","2017-06-13 12:57:00","2018-03-24","BART_071-O-20170613-COMP",NA,"BART_071-O-20170613-COMP-DNA1","BMI_Plate42WellF5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,11,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"c6f9ba62-a705-43be-bebe-f96c5fe10a13","D01","BART","BART_040.basePlot.bgc","Battelle Applied Genomics","2017-06-13 14:25:00","2018-03-24","BART_040-O-20170613-COMP",NA,"BART_040-O-20170613-COMP-DNA1","BMI_Plate42WellF3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,27,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"7608a23b-935b-4779-abc5-3b246da3c4b7","D01","BART","BART_036.basePlot.bgc","Battelle Applied Genomics","2017-06-13 17:03:00","2018-03-24","BART_036-O-20170613-COMP",NA,"BART_036-O-20170613-COMP-DNA1","BMI_Plate42WellF2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0.7,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"2e1d9e7a-a8c4-4b0d-b1a0-e9f89aca63da","D01","BART","BART_042.basePlot.bgc","Battelle Applied Genomics","2017-06-13 18:19:00","2018-03-24","BART_042-O-20170613-COMP",NA,"BART_042-O-20170613-COMP-DNA1","BMI_Plate42WellF4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,59,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"10329a84-39ac-41b1-bcb4-0fb6dcd16440","D01","BART","BART_003.basePlot.bgc","Battelle Applied Genomics","2017-06-14 12:47:00","2018-03-24","BART_003-O-20170614-COMP",NA,"BART_003-O-20170614-COMP-DNA1","BMI_Plate42WellE10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,64,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"620dc660-a16b-4535-9847-bb2baf85a3df","D01","BART","BART_024.basePlot.bgc","Battelle Applied Genomics","2017-06-14 14:12:00","2018-03-24","BART_024-O-20170614-COMP",NA,"BART_024-O-20170614-COMP-DNA1","BMI_Plate42WellF1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,12,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"99fd5727-3991-4f8b-8fe9-40acfe2aed76","D01","BART","BART_023.basePlot.bgc","Battelle Applied Genomics","2017-06-14 15:56:00","2018-03-24","BART_023-O-20170614-COMP",NA,"BART_023-O-20170614-COMP-DNA1","BMI_Plate42WellE12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,48,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"5aee9e33-51db-4fc4-9451-a89f475db86e","D01","BART","BART_004.basePlot.bgc","Battelle Applied Genomics","2017-06-14 18:42:00","2018-03-24","BART_004-O-20170614-COMP",NA,"BART_004-O-20170614-COMP-DNA1","BMI_Plate42WellE11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,2.3,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T203352Z"
"c960a351-8ff8-44b4-803f-03b09b32c536","D01","HARV","HARV_016.basePlot.bgc","Battelle Applied Genomics","2013-07-09 23:39:00","2017-06-09","HARV_016-O-3-10-20130709-GEN",NA,"HARV_016-O-3-10-20130709-GEN-DNA1","BMI_Plate8WellF3","marker gene and metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,49,NA,NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T033600Z"
"f05ab5c8-c82b-4d77-bfd0-ea4ab18b501a","D01","HARV","HARV_035.basePlot.bgc","Battelle Applied Genomics","2016-08-02 14:50:00","2017-06-19","HARV_035-O-20160802-COMP",NA,"HARV_035-O-20160802-COMP-DNA3","BMI_Plate2WellD5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,12,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"1da7a75e-4f5f-4a9d-b190-2d116bea985d","D01","HARV","HARV_037.basePlot.bgc","Battelle Applied Genomics","2016-08-02 17:52:00","2017-06-19","HARV_037-O-20160802-COMP",NA,"HARV_037-O-20160802-COMP-DNA3","BMI_Plate2WellH8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,11,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"b0358ea7-c9b4-4def-8fbe-609b7b998600","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics","2016-08-03 14:11:00","2017-06-19","HARV_013-O-20160803-COMP",NA,"HARV_013-O-20160803-COMP-DNA3","BMI_Plate2WellA6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,2.3,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"f687134d-fae4-4001-a814-16c2c55b941c","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics","2016-08-03 14:11:00","2017-11-29","HARV_013-O-20160803-COMP",NA,"HARV_013-O-20160803-COMP-DNA1","BMI_Plate19WellF11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T190741Z"
"5a8ce564-c8c4-4a5c-b118-05935684e77b","D01","HARV","HARV_001.basePlot.bgc","Battelle Applied Genomics","2016-08-03 16:12:00","2017-06-12","HARV_001-O-20160803-COMP",NA,"HARV_001-O-20160803-COMP-DNA1","BMI_Plate1WellB5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,53,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"2e5bcd9c-29e2-432f-bb76-acb98e6c174f","D01","HARV","HARV_010.basePlot.bgc","Battelle Applied Genomics","2016-08-03 17:57:00","2017-06-12","HARV_010-O-20160803-COMP",NA,"HARV_010-O-20160803-COMP-DNA1","BMI_Plate1WellC6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,6,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"b9f9fe52-a14d-4d91-85db-9a8493c519ad","D01","HARV","HARV_004.basePlot.bgc","Battelle Applied Genomics","2016-08-03 19:26:00","2017-06-12","HARV_004-O-20160803-COMP",NA,"HARV_004-O-20160803-COMP-DNA1","BMI_Plate1WellC2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,32,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"e74d16c5-bb90-406e-8f82-5948ef9e5165","D01","HARV","HARV_020.basePlot.bgc","Battelle Applied Genomics","2016-08-11 18:27:00","2017-11-29","HARV_020-O-20160809-COMP",NA,"HARV_020-O-20160809-COMP-DNA1","BMI_Plate19WellF10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,126,"Quantus",NA,"N","Pass","RVyJ5B/Sf3DYxyju9jcgbA==",NA,NA,"20201217T190741Z"
"a5ba8a6f-93a6-41e8-b39e-86ce8d49dc9f","D01","HARV","HARV_020.basePlot.bgc","Battelle Applied Genomics","2016-08-11 18:27:00","2017-06-19","HARV_020-O-20160809-COMP",NA,"HARV_020-O-20160809-COMP-DNA3","BMI_Plate2WellF3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,30,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"9a30f6ff-bf7c-4d3b-a89d-473373e3a9ef","D01","HARV","HARV_002.basePlot.bgc","Battelle Applied Genomics","2016-08-09 17:25:00","2017-06-12","HARV_002-O-20160809-COMP",NA,"HARV_002-O-20160809-COMP-DNA1","BMI_Plate1WellC5","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,55,"Quantus",NA,"N","Pass","RVyJ5B/Sf3AGJZxBT+KBZA==",NA,NA,"20201217T190741Z"
"e2edef83-fbe1-47e7-a3e8-f4303d3970ac","D01","HARV","HARV_001.basePlot.bgc","Battelle Applied Genomics","2017-07-31 15:27:00","2018-03-24","HARV_001-O-20170731-COMP",NA,"HARV_001-O-20170731-COMP-DNA1","BMI_Plate42WellF6","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0.6,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234008Z"
"72233e75-0bc7-46b5-98cd-bd92d56b34df","D01","HARV","HARV_037.basePlot.bgc","Battelle Applied Genomics","2017-07-31 17:45:00","2018-03-24","HARV_037-O-20170731-COMP",NA,"HARV_037-O-20170731-COMP-DNA1","BMI_Plate42WellG3","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234008Z"
"acd9c666-d900-4c1f-8ddd-4ab54d425c2d","D01","HARV","HARV_004.basePlot.bgc","Battelle Applied Genomics","2017-07-31 18:46:00","2018-03-24","HARV_004-O-20170731-COMP",NA,"HARV_004-O-20170731-COMP-DNA1","BMI_Plate42WellF8","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,37,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234008Z"
"7010741d-c19c-4d93-9183-8323f9281b87","D01","HARV","HARV_034.basePlot.bgc","Battelle Applied Genomics","2017-07-31 19:48:00","2018-03-24","HARV_034-O-20170731-COMP",NA,"HARV_034-O-20170731-COMP-DNA1","BMI_Plate42WellG1","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,41,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234008Z"
"3339f36f-1ce3-401b-ab13-246eacd540f2","D01","HARV","HARV_020.basePlot.bgc","Battelle Applied Genomics","2017-07-31 20:13:00","2018-03-24","HARV_020-O-20170731-COMP",NA,"HARV_020-O-20170731-COMP-DNA1","BMI_Plate42WellF11","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,41,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234008Z"
"69334a42-8a12-437c-a51b-34a99b23e9bc","D01","HARV","HARV_035.basePlot.bgc","Battelle Applied Genomics","2017-08-01 12:04:00","2018-03-24","HARV_035-O-20170801-COMP",NA,"HARV_035-O-20170801-COMP-DNA1","BMI_Plate42WellG2","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,8.9,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234505Z"
"1d40ed97-dcd7-42be-b38f-86cfa4b0fc94","D01","HARV","HARV_033.basePlot.bgc","Battelle Applied Genomics","2017-08-01 13:14:00","2018-03-24","HARV_033-O-20170801-COMP",NA,"HARV_033-O-20170801-COMP-DNA1","BMI_Plate42WellF12","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,24,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234505Z"
"6630b1ba-d5f7-4da9-8117-7753cd8dd154","D01","HARV","HARV_013.basePlot.bgc","Battelle Applied Genomics","2017-08-01 13:37:00","2018-03-24","HARV_013-O-20170801-COMP",NA,"HARV_013-O-20170801-COMP-DNA1","BMI_Plate42WellF10","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,32,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234505Z"
"e4398243-6614-4e67-be81-280d643fce19","D01","HARV","HARV_002.basePlot.bgc","Battelle Applied Genomics","2017-08-01 16:01:00","2018-06-11","HARV_002-O-20170801-COMP",NA,"HARV_002-O-20170801-COMP-DNA2","BMI_Plate68WellD4","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,17,"Quantus",NA,"N","Pass","tZMPGFY0j845HHhOVApj3g==",NA,NA,"20201217T234505Z"
"4c107a13-2182-4f34-913c-d22541faab2f","D01","HARV","HARV_033.basePlot.bgc","Battelle Applied Genomics","2018-07-09 17:54:00","2019-01-14","HARV_033-O-20180709-COMP",NA,"HARV_033-O-20180709-COMP-DNA1","18S_05_0403","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,35,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"78a6c791-0b5b-4550-ba06-b184fcf55c91","D01","HARV","HARV_033.basePlot.bgc","Battelle Applied Genomics","2018-07-09 18:10:00","2019-01-14","HARV_033-M-20180709-COMP",NA,"HARV_033-M-20180709-COMP-DNA1","18S_05_0402","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"8e2dbf76-3fe2-44e3-afe0-ead02e2708be","D01","HARV","HARV_035.basePlot.bgc","Battelle Applied Genomics","2018-07-09 19:47:00","2019-01-14","HARV_035-O-20180709-COMP",NA,"HARV_035-O-20180709-COMP-DNA1","18S_05_0407","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,10,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"8dc1bafa-0b10-403c-892c-0dbf473aa1cf","D01","HARV","HARV_035.basePlot.bgc","Battelle Applied Genomics","2018-07-09 20:05:00","2019-01-14","HARV_035-M-20180709-COMP",NA,"HARV_035-M-20180709-COMP-DNA1","18S_05_0406","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,29,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"ce73b3de-a59e-4e25-a052-3c0c1f912e9c","D01","HARV","HARV_034.basePlot.bgc","Battelle Applied Genomics","2018-07-10 14:01:00","2019-01-14","HARV_034-O-20180709-COMP",NA,"HARV_034-O-20180709-COMP-DNA1","18S_05_0405","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,23,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"e61b9e3c-e109-4958-8a6b-783c914eab8d","D01","HARV","HARV_034.basePlot.bgc","Battelle Applied Genomics","2018-07-10 14:20:00","2019-01-14","HARV_034-M-20180709-COMP",NA,"HARV_034-M-20180709-COMP-DNA1","18S_05_0404","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,35,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"6b17c2c1-d15e-4df5-8560-a8f82e06d992","D01","HARV","HARV_004.basePlot.bgc","Battelle Applied Genomics","2018-07-10 15:58:00","2019-01-14","HARV_004-O-20180710-COMP",NA,"HARV_004-O-20180710-COMP-DNA1","18S_05_0395","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,55,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"12c92286-8606-4d6a-9396-7ae5fb55e2b9","D01","HARV","HARV_004.basePlot.bgc","Battelle Applied Genomics","2018-07-10 16:27:00","2019-01-14","HARV_004-M-20180710-COMP",NA,"HARV_004-M-20180710-COMP-DNA1","18S_05_0394","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,36,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"0aeac94f-1a28-4947-958a-f7c01d2ca4e4","D01","HARV","HARV_037.basePlot.bgc","Battelle Applied Genomics","2018-07-10 17:35:00","2019-01-14","HARV_037-O-20180710-COMP",NA,"HARV_037-O-20180710-COMP-DNA1","18S_05_0409","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,0.1,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
"060b2f18-a1ab-49d7-a98c-e23136c45a23","D01","HARV","HARV_037.basePlot.bgc","Battelle Applied Genomics","2018-07-10 17:53:00","2019-01-14","HARV_037-M-20180710-COMP",NA,"HARV_037-M-20180710-COMP-DNA1","18S_05_0408","metagenomics","BMI_dnaExtractionSOP_v1","soil",0.25,21,"Quantus",NA,"N","Pass","RuY12me+ipXm0I2ck7Euxg==",NA,NA,"20200602T133505Z"
